TIPO_PRODUTO;NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO
"MEDICAMENTO";"CARBAMAZEPINA";"01/12/2025";"Genérico";170420019;"122035";"25351047432202591";"ANTICONVULSIVANTES";"18755529000180 - MCG INDUSTRIA FARMACEUTICA E IMPORTAÇAO LTDA";"Inativo";"carbamazepina"
"MEDICAMENTO";"CETOCONAZOL";"17/04/2000";"Similar";135480066;"072002";"2500100225184";"ANTIMICOTICOS SISTEMICOS";"64858525000145 - MONSANTO DO BRASIL LTDA";"Inativo";"cetoconazol"
"MEDICAMENTO";"CLORIDRATO DE CICLOBENZAPRINA";"10/03/2009";"Genérico";105730376;"032019";"25351445026200890";"RELAXANTES MUSCULARES";"60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"Inativo";"cloridrato de ciclobenzaprina"
"MEDICAMENTO";"DRIXI";"29/06/2009";"Similar";100930266;"062014";"25351257390200802";"ANTI-HISTAMINICOS SISTEMICOS";"33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.";"Inativo";"cloridrato de hidroxizina"
"MEDICAMENTO";"ENOMAGNO HORTELÃ";"08/12/2025";"BAIXO RISCO";;"122035";;;"30872270000404 - PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE ME";"Inativo";
"MEDICAMENTO";"LUDIOMIL";"02/10/1998";"Novo";100680087;;"2599200342873";"ANTIDEPRESSIVOS";"56994502000130 - NOVARTIS BIOCIENCIAS S.A";"Inativo";"cloridrato de maprotilina"
"MEDICAMENTO";"NIMESULIDA";"26/11/2018";"Genérico";107140259;"112028";"25351625658201815";"ANTINFLAMATORIOS";"61068755000708 - SANVAL COMERCIO E INDUSTRIA LTDA";"Inativo";"nimesulida"
"MEDICAMENTO";"N?O DECLARADO";"04/02/2016";"DINAMIZADO";;"022026";;;"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"Inativo";
"MEDICAMENTO";"PANAX GINSENG C.A. MEY.";"07/02/2002";"Fitoterápico";145330006;"022007";"253510013950117";"FITOTERAPICO SIMPLES";"03301976000192 - PMG  PHARMED GROUP DO BRASIL LTDA";"Inativo";
"MEDICAMENTO";"PNEUMOVAX™ 23";"16/06/1999";"Novo";100290022;"042029";"250000080069842";"VACINAS";"45987013000134 - ORGANON FARMACÊUTICA LTDA.";"Inativo";"polissacarídeo capsular de streptococcus pneumoniae sorotipo 1, polissacarídeo capsular de streptococcus pneumoniae sorotipo 2, polissacarídeo capsular de streptococcus pneumoniae sorotipo 3 , polissacarídeo capsular de streptococcus pneumoniae sorotipo 4 , polissacarídeo capsular de streptococcus pneumoniae sorotipo 5, polissacarídeo capsular de streptococcus pneumoniae soroti"
"MEDICAMENTO";"SAL DE ANDREWS";"31/12/1979";"Novo";101070128;"102029";"2500102051084";"ANTIACIDOS E ANTIULCEROSOS ASSOCIADOS";"33247743000110 - GLAXOSMITHKLINE BRASIL LTDA";"Inativo";"sulfato de magnésio"
"MEDICAMENTO";"TROMETAMOL CETOROLACO";"12/07/2001";"Genérico";102980281;"072036";"253510152730108";"ANTINFLAMATORIOS";"44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.";"Ativo";"trometamol cetorolaco "
"MEDICAMENTO";"TRUVADA";"14/05/2012";"Novo";125760021;"052022";"25351506803200995";"ANTIRETROVIRAL";"68949239000146 - UNITED MEDICAL LTDA";"Inativo";"entricitabina, fumarato de tenofovir desoproxila"
"MEDICAMENTO";"ALBENDAZOL";"13/01/2000";"Similar";100870047;"012005";"250000273409912";"ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL";"33034349000101 - QUIMIOTERAPICA BRASILEIRA LTDA";"Inativo";
"MEDICAMENTO";"AMOXICILINA + CLAVULONATO DE POTÁSSIO";"26/07/2002";"Genérico";100680880;"072007";"25351162943200246";"ANTIBIOTICOS SISTEMICOS SIMPLES";"56994502000130 - NOVARTIS BIOCIENCIAS S.A";"Inativo";"amoxicilina, clavulanato de potássio"
"MEDICAMENTO";"CLORIDRATO DE LIDOCAINA + NOREPINEFRINA";"31/05/2001";"Similar";108580227;"052006";"250000129929980";"ANESTESICOS LOCAIS";"51603488000182 - PRODOTTI LABORATÓRIO FARMACÊUTICO LTDA.";"Inativo";
"MEDICAMENTO";"N?O DECLARADO";"03/08/2010";"FITOTER?PICO";;;;;"11111111000191 - EMPRESA DE TESTE LTDA. (VS01)";"Ativo";
"MEDICAMENTO";"ÓLEO MINERAL LAPERLI";"31/05/2007";"BAIXO RISCO";;;;;"10791259000151 - LABORATÓRIO PERNAMBUCANO LTDA.";"Inativo";
"MEDICAMENTO";"SULFATO DE INDINAVIR (PORT. 344/98 LT C4)";"31/05/2000";"Similar";104650264;"052005";"250000339029802";"ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)";"29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA";"Inativo";
"MEDICAMENTO";"CLORIDRATO DE NARATRIPTANA";"14/09/2026";"Genérico";100431600;"092036";"25351367210202410";"ANALGESICOS CONTRA ENXAQUECA";"61190096000192 - EUROFARMA LABORATORIOS S.A.";"Ativo";"cloridrato de naratriptana"
"MEDICAMENTO";"GURGOL";"23/11/2010";;178170024;"042014";"25351637570200967";"ANTISSEPTICO";"61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"Inativo";"cloreto de cetilpiridínio"
"MEDICAMENTO";"IMOFLOX";"30/01/2012";"Similar";126750146;"012017";"25351283335201181";"ANTIBIOTICOS SISTEMICOS SIMPLES";"72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A";"Inativo";"cloridrato de moxifloxacino"
"MEDICAMENTO";"N?O DECLARADO";"26/08/2015";"DINAMIZADO";;;;;"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"Ativo";
"MEDICAMENTO";"PASTA D'ÁGUA";"16/12/2014";"BAIXO RISCO";;;;;"60879848000164 - LABORATORIO TAYUYNA LTDA";"Ativo";
"MEDICAMENTO";"PHARMOLATE";"15/12/2014";"BAIXO RISCO";;"122024";;;"03869526000109 - J.R.D. INDÚSTRIA FARMACÊUTICA LTDA.";"Inativo";
"MEDICAMENTO";"D MOB";"27/07/2026";"Biológico";100431590;"072036";"25351019885202528";"OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO";"61190096000192 - EUROFARMA LABORATORIOS S.A.";"Ativo";"denosumabe"
"MEDICAMENTO";"DIFEN";"18/03/2001";"Novo";101470121;"042010";"2500100446686";"OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL";"43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA";"Inativo";"pranoprofeno"
"MEDICAMENTO";"DROGA LINS";"22/02/2007";"BAIXO RISCO";;;;;"03395332000100 - ANCHIETA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA";"Inativo";
"MEDICAMENTO";"PARCEL";"28/06/2002";"Novo";100680086;"102014";"2599100423477";"ANALGESICOS CONTRA ENXAQUECA";"56994502000130 - NOVARTIS BIOCIENCIAS S.A";"Inativo";"mesilato de di-hidroergotamina, paracetamol, cafeína"
"MEDICAMENTO";"POLICLAVUMOXIL";"11/04/2016";"Similar";102351145;"042036";"25351521145201585";"ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS";"57507378000365 - EMS S/A";"Ativo";"amoxicilina tri-hidratada, clavulanato de potássio"
"MEDICAMENTO";"RENAPRIL";"19/06/2023";"Similar";103920227;"062033";"25351607612202292";"ANTI-HIPERTENSIVOS";"30222814000131 - VITAMEDIC INDUSTRIA FARMACEUTICA LTDA";"Ativo";"maleato de enalapril"
"MEDICAMENTO";"RISPERAC";"10/12/2012";"Similar";155370028;"122027";"25351109097201276";"NEUROLEPTICOS";"64171697000146 - ACCORD FARMACÊUTICA LTDA";"Ativo";"risperidona"
"MEDICAMENTO";"ROSUVAST";"13/06/2016";"Similar";102351160;"062026";"25351014814201567";"ANTILIPEMICOS";"57507378000365 - EMS S/A";"Inativo";"rosuvastatina cálcica"
"MEDICAMENTO";"SIMETICONA";"13/08/2019";"BAIXO RISCO";;"082029";;;"49475833001412 - BIOLAB SANUS FARMACEUTICA LTDA";"Ativo";
"MEDICAMENTO";"TRELEGY";"04/11/2019";"Novo";101070344;"112029";"25351368621201765";"BRONCODILATADORES";"33247743000110 - GLAXOSMITHKLINE BRASIL LTDA";"Ativo";"furoato de fluticasona, brometo de umeclidínio, trifenatato de vilanterol"
"MEDICAMENTO";"VITAMIN A FISH LIVER OIL";"31/01/2000";"Similar";127020011;"022010";"250000093849914";"MONOVITAMINAS EXCETO VITAMINA K";"40809626000168 - BIOWELL AMERICA LTDA";"Inativo";"óleo de fígado de peixe"
"MEDICAMENTO";"BENEGRIP MULTI FEBRE E DOR";"13/06/2022";"Similar";178170930;"062032";"25351156968202254";"ANALGESICOS NAO NARCOTICOS";"61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"Inativo";"paracetamol"
"MEDICAMENTO";"CEFALEXINA MONOHIDRATADA";"15/07/1999";"Similar";109710025;"072004";"250000009299946";"CEFALOSPORINAS";"45951514000160 - ASTER PRODUTOS MÉDICOS LTDA";"Inativo";
"MEDICAMENTO";"FLUVIRAL";"29/11/2010";"Similar";178170033;"062025";"25351636483200954";"PRODUTO P.TERAPIA SINTOMATICA DA GRIPE";"61082426000207 - COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.";"Inativo";"paracetamol, maleato de clorfeniramina, cloridrato de fenilefrina"
"MEDICAMENTO";"GELOFUT";"02/09/2002";"Similar";127580023;"082007";"253510406890110";"RUBEFACIENTES";"56930811000146 - LABORATÓRIO FARMACÊUTICO CARESSE LTDA ME";"Inativo";"cânfora, cânfora (2-bornanona), mentol, salicilato de metila, essência de terebentina"
"MEDICAMENTO";"PROCTGLOBO";"16/10/2023";"BAIXO RISCO";;"102033";;;"17115437000173 - LABORATORIO GLOBO SA";"Inativo";
"MEDICAMENTO";"SOLUCAO CLORETO DE SODIO";"25/07/2016";"BAIXO RISCO";;"072026";;;"49324221000880 - FRESENIUS KABI BRASIL LTDA";"Ativo";
"MEDICAMENTO";"ATENOLOL";"19/04/2004";"Genérico";123520119;"042019";"25351204785200217";"ANTI-HIPERTENSIVOS SIMPLES";"73663650000190 - RANBAXY FARMACÊUTICA LTDA";"Inativo";"atenolol"
"MEDICAMENTO";"CÁLCIO + VIT D";"18/08/1999";"Similar";127020005;"082004";"250000130759995";"VITAMINAS E SUPLEMENTOS MINERAIS";"40809626000168 - BIOWELL AMERICA LTDA";"Inativo";"carbonato de cálcio, vitamina d"
"MEDICAMENTO";"CIMETIDINA";"10/12/2003";"Genérico";104650385;"122013";"25351022317200307";"ANTIULCEROSOS";"29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA";"Inativo";"cimetidina"
"MEDICAMENTO";"CLOTADONA";"03/05/2002";"Similar";129400012;"042007";"253510307720135";"DIURETICOS SIMPLES";"00009004000130 - PERFLORA INDUSTRIA FARMACEUTICA LTDA";"Inativo";"clortalidona"
"MEDICAMENTO";"DOXXO";"17/01/2000";"Similar";104260058;"012005";"250000215779907";"ANTINEOPLASICO";"61091583000106 - PRODUTOS FARMACÊUTICOS GUNTHER DO BRASIL LTDA";"Inativo";"cloridrato de doxorrubicina"
"MEDICAMENTO";"ELOME";"18/07/2022";"Similar";100431444;"072032";"25351288367202048";"ANTINEOPLASICOS CITOTOXICOS";"61190096000192 - EUROFARMA LABORATORIOS S.A.";"Ativo";"bortezomibe"
"MEDICAMENTO";"FURP-PARACETAMOL";"15/12/2025";"BAIXO RISCO";;"122035";;;"43640754000119 - FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP";"Inativo";
"MEDICAMENTO";"SIMETICONA AIRELA";"03/01/2024";"BAIXO RISCO";;"012034";;;"01858973000129 - AIRELA INDÚSTRIA FARMACÊUTICA LTDA.";"Inativo";
"MEDICAMENTO";"TOXÓIDE TETÂNICO";"17/02/2003";"Biológico";122340005;"022018";"25351191640200231";"VACINAS";"61821344000156 - INSTITUTO BUTANTAN";"Inativo";"anatoxina tetânica"
"MEDICAMENTO";"XAROPE PULMEX";"29/07/2010";"BAIXO RISCO";;;;;"72320906000102 - LABORATORIO MERCOFARMA LTDA";"Ativo";
"MEDICAMENTO";"ALBENDAZOL 40 MG/ML SUSPENSÃO ORAL";"28/08/2000";"Genérico";103700313;"082035";"253510085410046";"ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL";"17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A";"Ativo";"albendazol"
"MEDICAMENTO";"AZIGEL";"06/05/2016";"BAIXO RISCO";;;;;"02817180000124 - PHYTOLAB INDUSTRIA FARMACEUTICA LTDA - EPP";"Ativo";
"MEDICAMENTO";"BRACIMICIN";"04/10/2002";"Similar";109220170;"102007";"25351160917200283";"ANTINFECCIOSOS TOPICOS";"28643633000137 - H B FARMA LABORATÓRIOS LTDA";"Inativo";"bacitracina, sulfato de neomicina"
"MEDICAMENTO";"DEXTAFLAM";"15/12/2025";"Similar";115600274;"102030";"25351194901202561";"ANTI-HISTAMINICOS SISTEMICOS";"17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA";"Ativo";"maleato de dexclorfeniramina, betametasona"
"MEDICAMENTO";"DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO";"19/09/2004";"Genérico";125680114;"092029";"25351095219200461";"GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.";"73856593000166 - PRATI DONADUZZI & CIA LTDA";"Ativo";"dipropionato de betametasona, ácido salicílico"
"MEDICAMENTO";"FUROSEMIDA";"02/06/2008";"Genérico";125680195;"062028";"25351358607200710";"DIURETICOS SIMPLES";"73856593000166 - PRATI DONADUZZI & CIA LTDA";"Ativo";"furosemida"
"MEDICAMENTO";"N?O DECLARADO";"03/07/2009";"DINAMIZADO";;;;;"05512481000138 - LABORATORIO LAECCO COSMIATRIA BIOCELULAR LTDA - ME";"Ativo";
"MEDICAMENTO";"NUVARING";"10/01/2022";"Novo";100290213;"102027";"25351362098202170";"ANTICONCEPCIONAIS";"45987013000134 - ORGANON FARMACÊUTICA LTDA.";"Ativo";"etonogestrel, etinilestradiol"
"MEDICAMENTO";"ONCOLEM";"16/05/2003";"Similar";101440022;"052008";"253510354030166";"ANTINEOPLASICO";"02673808000165 - BIONCOL FARMACÊUTICA LTDA.";"Inativo";"acetato de megestrol"
"MEDICAMENTO";"SOLUÇÃO ANTIMICÓTICA";"21/01/2019";"BAIXO RISCO";;"012024";;;"10791259000151 - LABORATÓRIO PERNAMBUCANO LTDA.";"Ativo";
"MEDICAMENTO";"TARTARATO DE BRIMONIDINA";"24/08/2009";"Genérico";104650504;"082014";"25351299319200899";"ANTIGLAUCOMATOSOS";"29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA";"Inativo";"tartarato de brimonidina"
"MEDICAMENTO";"TEPEEX";"22/09/2008";"Dinamizado";102660162;"092028";"25351525694200808";"MEDICAMENTOS DINAMIZADOS COMPOSTOS";"60862208000141 - FARMÁCIA E LABORATÓRIO HOMEOPÁTICO ALMEIDA PRADO LTDA";"Inativo";"sépia succus	, actaea racemosa, natrum muriaticum, pulsatilla nigricans, matricaria chamomilla l."
"MEDICAMENTO";"TIMOMODULINA";"09/06/2000";"Similar";104650269;"062005";"250000209549946";"IMUNOMODULADOR";"29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA";"Inativo";
"MEDICAMENTO";"UNI  AMOX";"04/06/2001";"Similar";104970008;"072019";"2599200354473";;"60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A";"Inativo";"amoxicilina tri-hidratada"
"MEDICAMENTO";"CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL";"17/04/2003";"Genérico";112130314;"042008";"25351213079200258";"ANTIGLAUCOMATOSOS";"53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA";"Inativo";"cloridrato de dorzolamida, maleato de timolol"
"MEDICAMENTO";"EXTRATO CONCENTRADO DE ALERGENOS";"23/06/2000";"Similar";101620219;"102001";"2599200584771";;"33051491000159 - LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA";"Inativo";"extrato composto etanólico"
"MEDICAMENTO";"GLICOFISIOLÓGICO";"23/01/2006";;100410116;"112006";"25351480408200517";"REIDRATANTES PARENTERAIS";"49324221000104 - FRESENIUS KABI BRASIL LTDA";"Inativo";"cloreto de sódio, glicose"
"MEDICAMENTO";"GLICOSE + CLORETO DE SÓDIO";"24/07/2006";;165120003;"102013";"25351478935200561";"REIDRATANTES PARENTERAIS";"45272721000199 - SEGMENTA FARMACEUTICA LTDA.";"Inativo";"glicose monoidratada, cloreto de sódio"
"MEDICAMENTO";"N?O DECLARADO";"20/08/2010";"DINAMIZADO";;;;;"05512481000138 - LABORATORIO LAECCO COSMIATRIA BIOCELULAR LTDA - ME";"Ativo";
"MEDICAMENTO";"ACHEFLAN";"09/11/2004";"Fitoterápico";105730341;"112029";"25351148578200429";;"60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"Ativo";"cordia verbenacea dc."
"MEDICAMENTO";"ACIDO MEFENAMICO";"21/07/2008";"Genérico";101810566;"072018";"25351607565200748";"ANTINFLAMATORIOS ANTIREUMATICOS";"50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA";"Inativo";"ácido mefenâmico"
"MEDICAMENTO";"BUCLINA";"21/05/2007";;113000985;"122022";"25351408437200632";"ESTIMULANTES DO APETITE";"02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA";"Inativo";"cloridrato de buclizina, dicloridrato de buclizina"
"MEDICAMENTO";"CEFACLOR";"13/06/2002";"Genérico";102350540;"062027";"253510031790215";"CEFALOSPORINAS";"57507378000365 - EMS S/A";"Ativo";"cefaclor"
"MEDICAMENTO";"CLORIDRATO DE NARATRIPTANA";"18/04/2022";"Genérico";118190243;"012032";"25351062952202281";"ANALGESICOS CONTRA ENXAQUECA";"92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA";"Ativo";"cloridrato de naratriptana"
"MEDICAMENTO";"KAVALAC";"23/07/2001";"Fitoterápico";112700027;"072006";"253510065230174";"FITOTERAPICO SIMPLES";"53249736000164 - FONTOVIT LABORATORIOS SA";"Inativo";"piper methysticum g. forst."
"MEDICAMENTO";"NEVROL";"04/08/1983";"Similar";108580242;"082013";"2599101140880";"RUBEFACIENTES";"51603488000182 - PRODOTTI LABORATÓRIO FARMACÊUTICO LTDA.";"Inativo";"terebentina"
"MEDICAMENTO";"ÓLEO DE AMÊNDOA";"21/05/2007";"BAIXO RISCO";;;;;"02717545000149 - FEDERAL INDÚSTRIA QUÍMICA E FARMACËUTICA LTDA";"Inativo";
"MEDICAMENTO";"PEDIACEL";"19/01/2009";;113001059;"042028";"25351295398200869";"VACINAS";"02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA";"Inativo";"toxóide pertussis, hemaglutinina filamentosa, aglutinógenos fimbriais de bordetella pertussis dos sorotipos 2 e 3, pertactina, toxóide diftérico, toxóide tetânico, poliovírus inativados tipo 1, poliovírus inativados tipo 2, poliovírus inativados tipo 3, polissacarídeo de haemophilus influenzae tipo b"
"MEDICAMENTO";"SECNIDAL";"01/12/2000";"Novo";113000290;"112029";"2599100419277";"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS";"02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA";"Inativo";"secnidazol"
"MEDICAMENTO";"VITAMINA E + ASSOCIAÇÕES";"18/02/2000";"Similar";136310010;"022005";"250000112499901";"VITAMINAS E SUPLEMENTOS MINERAIS";"25104365000197 - TRANSCONTINENTAL TRADING LTDA";"Inativo";"vitamina e, beta-caroteno, ácido ascórbico, selênio, spinacea oleracea (espinafre)"
"MEDICAMENTO";"ÁGUA BORICADA";"17/01/2019";"BAIXO RISCO";;"012024";;;"10791259000151 - LABORATÓRIO PERNAMBUCANO LTDA.";"Ativo";
"MEDICAMENTO";"ÁLCOOL 70% DAUF";"01/09/2019";"BAIXO RISCO";;"092024";;;"10791259000151 - LABORATÓRIO PERNAMBUCANO LTDA.";"Inativo";
"MEDICAMENTO";"HIDROCLOROTIAZIDA";"28/06/1996";"Similar";112330011;"062006";"250000227809695";"DIURETICOS";"00394429009914 - LABORATORIO QUIMICO FARMACEUTICO DA AERONAUTICA";"Inativo";"hidroclorotiazida"
"MEDICAMENTO";"IQUECO- OMEPRAZOL";"24/06/1998";"Similar";108840361;"062008";"250000285339710";"ANTIACIDOS E ANTIULCEROSOS";"01541283000141 - INDÚSTRIA QUÍMICA DO ESTADO DE GOIÁS S/A - IQUEGO";"Inativo";"omeprazol"
"MEDICAMENTO";"KEVVY";"15/06/2026";"Biológico";102440028;"062036";"25351165947202572";"OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO";"18774815000193 - AMGEN BIOTECNOLOGIA DO BRASIL LTDA.";"Ativo";"denosumabe"
"MEDICAMENTO";"OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO";"18/04/2016";"Genérico";102351151;"042036";"25351176076201478";"ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS";"57507378000365 - EMS S/A";"Ativo";"olmesartana medoxomila, besilato de anlodipino"
"MEDICAMENTO";"OSTEOFAR";"28/06/2000";"Similar";103850092;"062010";"250000207459702";"SUPRESSORES DA REABSORCAO OSSEA";"83874628000143 - LABORATÓRIO FARMACÊUTICO ELOFAR LTDA";"Inativo";"alendronato sódico trihidratado"
"MEDICAMENTO";"BIMATOPROSTA";"03/02/2014";"Genérico";154230211;"022029";"25351679573201212";"ANTIGLAUCOMATOSOS";"03485572000104 - GEOLAB INDÚSTRIA FARMACÊUTICA S/A";"Ativo";"bimatoprosta"
"MEDICAMENTO";"DALGEX";"18/09/1997";"Similar";101430050;"092002";"250000352459602";"RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS";"33026055000120 - MEGALABS FARMACEUTICA S.A.";"Inativo";"citrato de orfenadrina, cafeína anidra, dipirona"
"MEDICAMENTO";"DGL AMÔNIA";"28/10/2009";"BAIXO RISCO";;;;;"58338583000145 - DGL INDÚSTRIA E COMÉRCIO LTDA";"Ativo";
"MEDICAMENTO";"DICLORIDRATO DE PRAMIPEXOL";"30/08/2010";"Genérico";100470482;"082020";"25351244094200921";"ANTIPARKINSONIANOS";"61286647000116 - SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA";"Inativo";"dicloridrato de pramipexol"
"MEDICAMENTO";"DIMEZIN";"12/06/2017";"BAIXO RISCO";;;;;"17159229000176 - LABORATORIO TEUTO BRASILEIRO S/A";"Ativo";
"MEDICAMENTO";"FLAMEZOL";"03/01/2003";"Similar";146950034;"122012";"253510076000230";"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS";"02195505000184 - LABORATÓRIO INDUSTRIAL E FARMACÊUTICO BUCAR LTDA";"Inativo";"metronidazol"
"MEDICAMENTO";"MOCLOBEMIDA";"10/06/2003";"Genérico";146680054;"062008";"25351192285200217";"ANTIDEPRESSIVOS";"02962484000185 - APOTEX DO BRASIL LTDA";"Inativo";"moclobemida"
"MEDICAMENTO";"SIMETICONA";"26/05/2008";"Genérico";115600166;"052018";"25351075095200741";"ADSORVENTES E ANTIFISETICOS INTESTINAIS SIMPLES";"17562075000169 - CIFARMA CIENTÍFICA FARMACÊUTICA LTDA";"Inativo";"simeticona"
"MEDICAMENTO";"SIMETICONA";"07/08/2026";"BAIXO RISCO";;"082036";;;"57507378000365 - EMS S/A";"Inativo";
"MEDICAMENTO";"SYLADOR";"31/03/2008";;113001038;"032010";"25351410306200615";"ANALGESICOS NARCOTICOS";"02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA";"Inativo";"cloridrato de tramadol"
"MEDICAMENTO";"THYROGEN";"30/04/2018";"Biológico";113001191;"042020";"25351172410201830";"OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES";"02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA";"Inativo";"alfatirotropina"
"MEDICAMENTO";"DEXAVISON";"13/01/1997";"Similar";103700171;"012027";"250000188479499";"GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA";"17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A";"Ativo";"fosfato dissódico de dexametasona, sulfato de neomicina"
"MEDICAMENTO";"DICLOREX 0,5% SOLUÇÃO ALCOÓLICA";"17/02/2011";"BAIXO RISCO";;;;;"04506487000130 - HELIANTO FARMACEUTICA LTDA";"Ativo";
"MEDICAMENTO";"N?O DECLARADO";"16/12/2013";"DINAMIZADO";;;;;"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"Ativo";
"MEDICAMENTO";"ASSEPTCARE";"18/09/2024";"BAIXO RISCO";;"092034";;;"05161069000544 - BRAINFARMA INDUSTRIA QUÍMICA E FARMACÊUTICA S/A";"Inativo";
"MEDICAMENTO";"CABERGOLINA";"22/08/2022";"Genérico";118190331;"082026";"25351062956202260";"OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES";"92265552000905 - MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA";"Ativo";"cabergolina"
"MEDICAMENTO";"CLORIDRATO DE DIFENIDRAMINA + CALAMINA + CANFORA";"22/08/1997";"Similar";110130012;"082002";"2599100521581";"OUTROS ANTIALERGICOS";"44363661000157 - GLENMARK FARMACÊUTICA LTDA";"Inativo";
"MEDICAMENTO";"CLORIDRATO DE OXIMETAZOLINA";"15/10/2012";"Genérico";155840385;"102027";"25351376320200973";"DESCONGESTIONANTES NASAIS TOPICOS";"05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"Ativo";"cloridrato de oximetazolina"
"MEDICAMENTO";"CORAPRIL";"19/01/2005";"Similar";146950088;"012010";"253510395870142";"ANTI-HIPERTENSIVOS SIMPLES";"02195505000184 - LABORATÓRIO INDUSTRIAL E FARMACÊUTICO BUCAR LTDA";"Inativo";"captopril"
"MEDICAMENTO";"FLUDALIBBS";"08/09/2008";"Similar";100330150;"092028";"25351082000200826";"ANTIMETABOLICOS ANALOGOS DA PURINA";"61230314000175 - LIBBS FARMACÊUTICA LTDA";"Ativo";"fosfato de fludarabina"
"MEDICAMENTO";"LAKESIA";"13/05/2024";"BAIXO RISCO";;"052034";;;"04656253000179 - UNITHER INDUSTRIA FARMACEUTICA LTDA.";"Inativo";
"MEDICAMENTO";"N?O DECLARADO";"17/10/2013";"DINAMIZADO";;;;;"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"Inativo";
"MEDICAMENTO";"TENOXICAM";"02/01/2012";"Genérico";155840092;"112028";"25351534937201182";"ANTINFLAMATORIOS ANTIREUMATICOS";"05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"Ativo";"tenoxicam"
