7898000000194	BRASTERAPICA	A06A DROGAS PARA A CONSTIPACAO	BRASTERAPICA
7898000000195	NADERM	D01A ANTIMICOTICOS DERMATOLOGICOS	CRISTALIA
7898000000196	SILICOT	D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED	UNIAO QUIMICA
7898000000197	LACTOFOS	A07F MICROORGANISMOS ANTIDIARREICOS	FARMOQUIMICA
7898000000198	ASTELLAS AST	L02B ANTAGONISTAS DE HORMONIOS CITOSTATICOS	ASTELLAS FARMA BRASIL
7898000000199	COLEDUE R	C10C REGUL DE LIPIDEOS EM COMB C OUT LIPIDOS REGUL	HYPERA PHARMA
7898000000200	ATORVASTATINA TEU	C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID	TEUTO
7898000000201	DEBET	N07C OUTROS MEDICAMENTOS ANTIVERTIGINOSOS	SUPERA
7898000000202	MALACAL SPORT BRS	A11A POLIVITAMINICOS COM MINERAIS	BRASTERAPICA
7898000000203	CLOR DE AMBROXOL NVQ	R05C EXPECTORANTES	EMS PHARMA
7898000000204	BRUKINSA ADI	L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE	ADIUM
7898000000205	GLICENIX	A06A DROGAS PARA A CONSTIPACAO	LABORATORIO GLOBO
7898000000206	RESFRILIV GEO	R05A ANTIGRIPAIS EXCLUINDO ANTINFECCIOSOS	GEOLAB
7898000000207	AQUABEN	A07G REPOSITORES ELECTROLITICOS ORAIS	EMS PHARMA
7898000000208	BORG ASS	A12C OUTROS SUPLEMENTOS MINERAIS	ASSIFARMA
7898000000209	4 FLEX	A12C OUTROS SUPLEMENTOS MINERAIS	CELLERA FARMA
7898000000210	PRATIC	M01A ANTI REUMATICOS SEM ESTEROIDES	PRATIC
7898000000211	YOMAX	G04E PRODUTOS PARA DISFUNCAO ERETIL	OUTRO FABRICANTE
7898000000212	OXIPELLE	D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED	OUTRO FABRICANTE
7898000000213	BOLDOBEBA	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	MEDQUIMICA
7898000000214	HIDRORAL	A07G REPOSITORES ELECTROLITICOS ORAIS	ADV
7898000000215	ROHYPNOL	N05B HIPNOTICOS SEDATIVOS	FARMOQUIMICA
7898000000216	ALENDRONATO DE SODIO NVQ	M05B REGULADORES DO CALCIO OSSEO	EMS PHARMA
7898000000217	AVIV MAN	N06A A DEPRESSIVOS E REGUL DE HUMOR	HYPERA PHARMA
7898000000218	DARTRIAL SPR	B01F INIBIDOR DIRETO DO FATOR XA	SUPERA
7898000000219	ROSUCOR	C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID	TORRENT
7898000000220	IMOVANE	N05B HIPNOTICOS SEDATIVOS	SANOFI FARMACEUTICA
7898000000221	CIMETOSSE	R05C EXPECTORANTES	CIMED
7898000000222	SILIMALON	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	ZYDUS BRASIL
7898000000223	DRENATAN OFV	S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA	EMS PHARMA
7898000000224	GUACOFLUS AIR	R05C EXPECTORANTES	AIRELA PHARMACEUTICA
7898000000225	RESSALIV PRE	A02A ANTIACIDOS ANTIFISETICOS	CIMED
7898000000226	HIDROXILIV	A02A ANTIACIDOS ANTIFISETICOS	KRESS FARMACEUTICA
7898000000227	MOTILEX APS	A12C OUTROS SUPLEMENTOS MINERAIS	APSEN
7898000000228	CANNABIS ACH	N07X TODAS OUTRAS DROGAS PARA SNC	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000229	CALCIO D3	A12A CALCIO	ORIENT MIX
7898000000230	NATURETTI HYP	A06A DROGAS PARA A CONSTIPACAO	HYPERA PHARMA
7898000000231	MINTI EUR	P01B ANTIHELMINTICOS EXCETO OS ESQUISTOSOMICIDAS	MOMENTA FARMA
7898000000232	MYLUS	G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS	UNIAO QUIMICA
7898000000233	NARATRIN	N02C CONTRA ENXAQUECA	EMS PHARMA
7898000000234	FLUIDSORO	R01A PREPARACOES NASAIS TOPICAS	VITAMEDIC
7898000000235	BESILATO DE ANLODIPINO BIS	C08A ANTAGONISTAS DO CALCIO PUROS	BIOSINTETICA
7898000000236	CETROTIDE	G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS	MERCK
7898000000237	BONVIVA CEL	M05B REGULADORES DO CALCIO OSSEO	CELLERA FARMA
7898000000238	GLIZITRAT GLL	G02X OTROS PRODUTOS GINECOLOGICOS	GALLIA
7898000000239	EMPAGLIFLOZINA MDQ	A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2	MEDQUIMICA
7898000000240	MUNOLAN HYP	J07X OUTROS PRODUTOS TAIS COMO VACINAS	HYPERA PHARMA
7898000000241	TRIANCINOLONA ACETONIDA PRD	A01A ESTOMATOLOGICOS	PRATI DONADUZZI
7898000000242	CLOPIPLAX NVQ	B01C INIBIDORES DA AGREGACAO PLAQUETARIA	EMS PHARMA
7898000000243	NYPRAM PRD	N06A A DEPRESSIVOS E REGUL DE HUMOR	PRATI DONADUZZI
7898000000244	ALBENTEL TEU	P01B ANTIHELMINTICOS EXCETO OS ESQUISTOSOMICIDAS	TEUTO
7898000000245	DAFORIN	N06A A DEPRESSIVOS E REGUL DE HUMOR	EMS PHARMA
7898000000246	OPTI	S01L PREPARADOS PARA USO COM LENTES DE CONTATO	UNIAO QUIMICA
7898000000247	HIDRATEEE	A07G REPOSITORES ELECTROLITICOS ORAIS	PREVENT PHARMA
7898000000248	CICLORTEN	H02A CORTICOSTEROIDES PUROS	EMS PHARMA
7898000000249	TRAVATAN ALC	S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA	ALCON
7898000000250	PARACETAMOL NEO	N02B NAO NARCOTICOS ANTIPIRETICOS	HYPERA PHARMA
7898000000251	ALFAESTRADIOL	D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED	BERGAMO
7898000000252	OPDIVO	L01X OUTROS ANTINEOPLASICOS	BRISTOL MYERS SQUIBB
7898000000253	FINASTERIDA MUL	D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED	EMS PHARMA
7898000000254	SODIX GEO	M01A ANTI REUMATICOS SEM ESTEROIDES	GEOLAB
7898000000255	BEZAFIBRATO EMS	C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID	EMS PHARMA
7898000000256	TROK	D07B ASSOCIACOES DE CORTICOIDES	EUROFARMA
7898000000257	EFURIX	D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED	OUTRO FABRICANTE
7898000000258	OKOTICO SPR	N05A ANTIPSICOTICOS	SUPERA
7898000000259	HOLMES EUR	C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS	EUROFARMA
7898000000260	CLOR DE CLOMIPRAMINA EMS	N06A A DEPRESSIVOS E REGUL DE HUMOR	EMS PHARMA
7898000000261	HEMITARTARATO DE ZOLPIDEM MDQ	N05B HIPNOTICOS SEDATIVOS	MEDQUIMICA
7898000000262	DEXAMETASONA PHA	H02A CORTICOSTEROIDES PUROS	PHARLAB
7898000000263	OSTEOPREVIX AIR	A12A CALCIO	AIRELA PHARMACEUTICA
7898000000264	PARACETAMOL CAFEINA GER	N02B NAO NARCOTICOS ANTIPIRETICOS	EMS PHARMA
7898000000265	NIMESULIDA GER	M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS	EMS PHARMA
7898000000266	GASTROL	A02A ANTIACIDOS ANTIFISETICOS	HYPERA PHARMA
7898000000267	SIMETICONA GER	A02A ANTIACIDOS ANTIFISETICOS	EMS PHARMA
7898000000268	DEXAMETONAL	D07A CORTICOIDES TOPICOS PUROS	SANDOZ
