7899000000068	PANTOPRAZOL CIM	PANTOPRAZOL	CIM	CIMED
7899000000069	LUFTAGASTROPRO RB	LUFTAGASTROPRO	RB	RB
7899000000070	SIMETICONA CIM	SIMETICONA	CIM	CIMED
7899000000071	ESOMEPRAZOL MED	ESOMEPRAZOL	MED	MEDLEY
7899000000072	PANTOPRAZOL EMS	PANTOPRAZOL	EMS	EMS PHARMA
7899000000073	DAPAGLIFLOZINA AZN	DAPAGLIFLOZINA	AZN	ASTRAZENECA
7899000000074	ESTOMAZIL HYP	ESTOMAZIL	HYP	HYPERA PHARMA
7899000000075	GLICLAZIDA EMS	GLICLAZIDA	EMS	EMS PHARMA
7899000000076	OMEPRAZOL TEU	OMEPRAZOL	TEU	TEUTO
7899000000077	MOBILITY OSCAL (OPE)	MOBILITY OSCAL (OPE)		OPELLA
7899000000078	LACTOSIL APS	LACTOSIL	APS	APSEN
7899000000079	GRANADO CSG	GRANADO	CSG	CASA GRANADO
7899000000080	MESACOL TKD	MESACOL	TKD	TAKEDA PHARMA
7899000000081	ENGOV AFTER HYP	ENGOV AFTER	HYP	HYPERA PHARMA
7899000000082	MINILAX EUR	MINILAX	EUR	EUROFARMA
7899000000083	PANTOPRAZOL ACH	PANTOPRAZOL	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000084	LACDAY EMS	LACDAY	EMS	EMS PHARMA
7899000000085	ESOMEX EMS	ESOMEX	EMS	EMS PHARMA
7899000000086	DIVENA ACH	DIVENA	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000087	MYLANTA KEN	MYLANTA	KEN	KENVUE
7899000000088	COLACT UNI	COLACT	UNI	UNIAO QUIMICA
7899000000089	NEO B EUR	NEO B	EUR	MIDWAY LABS
7899000000090	20 BI MOM	20 BI	MOM	MOMENTA FARMA
7899000000091	GASTROL HYP	GASTROL	HYP	HYPERA PHARMA
7899000000092	BIFILAC MAN	BIFILAC	MAN	HYPERA PHARMA
7899000000093	EPAREMA HYP	EPAREMA	HYP	HYPERA PHARMA
7899000000094	JANUMET MER	JANUMET	MER	MERCK
7899000000095	LINADIB EMS	LINADIB	EMS	EMS PHARMA
7899000000096	TIORFAN BAG	TIORFAN	BAG	BAGO
7899000000097	COMPLEXO A ALM	COMPLEXO A	ALM	ALMEIDA PRADO
7899000000098	MECLIN APS	MECLIN	APS	APSEN
7899000000099	NEOCOPAN COMPOSTO UNI	NEOCOPAN COMPOSTO	UNI	UNIAO QUIMICA
7899000000100	NEXIUM AZN	NEXIUM	AZN	ASTRAZENECA
7899000000101	IMOSEC CEL	IMOSEC	CEL	CELLERA FARMA
7899000000102	OMEPRAZOL CIM	OMEPRAZOL	CIM	CIMED
7899000000103	XIFAXAN BIO	XIFAXAN	BIO	BIOLAB
7899000000104	SILIMALON ZYD	SILIMALON	ZYD	ZYDUS BRASIL
7899000000105	ORLISTATE PRD	ORLISTATE	PRD	PRATI DONADUZZI
7899000000106	NATURETTI HYP	NATURETTI	HYP	HYPERA PHARMA
7899000000107	PROLIVE ACH	PROLIVE	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000108	PICOPREP FER	PICOPREP	FER	FERRING
7899000000109	AZUKON MR TOR	AZUKON MR	TOR	TORRENT
7899000000110	NEOGERMINA NEO	NEOGERMINA	NEO	HYPERA PHARMA
7899000000111	DOMPERIDONA EUR	DOMPERIDONA	EUR	EUROFARMA
7899000000112	DOMPERIDONA EMS	DOMPERIDONA	EMS	EMS PHARMA
7899000000113	PROBID APS	PROBID	APS	APSEN
7899000000114	CREON ABB	CREON	ABB	ABBOTT
7899000000115	QTERN AZN	QTERN	AZN	ASTRAZENECA
7899000000116	SONRIDOR GSK	SONRIDOR	GSK	HALEON
7899000000117	DEFB BIO	DEFB	BIO	BIOLAB
7899000000118	LEITE MAG PHILLIPS ASP	LEITE MAG PHILLIPS	ASP	ASPEN
7899000000119	MYRALIS MYR	MYRALIS	MYR	MYRALIS PHARMA
7899000000120	DULCOLAX (OPE)	DULCOLAX (OPE)		OPELLA
7899000000121	NOVOLIN N NND	NOVOLIN N	NND	NOVO NORDISK
7899000000122	OGESTAN BES	OGESTAN	BES	BESINS HEALTHCARE
7899000000123	MERITOR ACH	MERITOR	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000124	GLARGILIN BBF	GLARGILIN	BBF	BIOBRAS FARMA
7899000000125	PANTOPRAZOL EUR	PANTOPRAZOL	EUR	EUROFARMA
7899000000126	URSACOL ZAM	URSACOL	ZAM	ZAMBON
7899000000127	BARISTAR CEL	BARISTAR	CEL	CELLERA FARMA
7899000000128	FLORASTOR UNI	FLORASTOR	UNI	UNIAO QUIMICA
7899000000129	NOVORAPID NND	NOVORAPID	NND	NOVO NORDISK
7899000000130	PROBIATOP FRQ	PROBIATOP	FRQ	FARMOQUIMICA
7899000000131	PEG LAX MYR	PEG LAX	MYR	MYRALIS PHARMA
7899000000132	TROPINAL EMS	TROPINAL	EMS	EMS PHARMA
7899000000133	FORFIG MOM	FORFIG	MOM	MOMENTA FARMA
7899000000134	FAMOX ACH	FAMOX	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000135	HUMALOG ELI	HUMALOG	ELI	ELI LILLY
7899000000136	CLOR DE ONDANSETRONA UNI	CLOR DE ONDANSETRONA	UNI	UNIAO QUIMICA
7899000000137	ZEROLAC UNI	ZEROLAC	UNI	UNIAO QUIMICA
7899000000138	OMCILON ASP	OMCILON	ASP	ASPEN
7899000000139	COLIC CALM MRJ	COLIC CALM	MRJ	MRJ FARMA
7899000000140	HIDRAPLEX NAT	HIDRAPLEX	NAT	NATULAB
7899000000141	PROVANCE ACH	PROVANCE	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000142	TRULICITY ELI	TRULICITY	ELI	ELI LILLY
7899000000143	RAPILAX KLE	RAPILAX	KLE	HERTZ FARMACEUTICA
7899000000144	CULTURELLE CEL	CULTURELLE	CEL	EMS PHARMA
7899000000145	CAMOMILINA THE	CAMOMILINA	THE	THERASKIN
7899000000146	GLICLAZIDA RAN	GLICLAZIDA	RAN	RANBAXY
7899000000147	STOMALIV GEO	STOMALIV	GEO	GEOLAB
7899000000148	THIOCTACID VIA	THIOCTACID	VIA	VIATRIS
7899000000149	BIOVICERIN GEY	BIOVICERIN	GEY	GEYER MEDICAMENTOS
7899000000150	PHOSFOENEMA SPR	PHOSFOENEMA	SPR	SUPERA
7899000000151	BUSCODUO HYP	BUSCODUO	HYP	HYPERA PHARMA
7899000000152	ORLISTATE NEO	ORLISTATE	NEO	HYPERA PHARMA
7899000000153	FLORATIL NAT	FLORATIL	NAT	NATULAB
7899000000154	AVIDE ACH	AVIDE	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000155	LONIUM APS	LONIUM	APS	APSEN
7899000000156	JANUVIA MER	JANUVIA	MER	MERCK
7899000000157	FLORIPA EUR	FLORIPA	EUR	EUROFARMA
7899000000158	MAGNESIA BISURADA PFI	MAGNESIA BISURADA	PFI	PFIZER
7899000000159	NEVRIX ARE	NEVRIX	ARE	ARESE PHARMA LTDA.
7899000000160	LACTO PURGA HYP	LACTO PURGA	HYP	HYPERA PHARMA
7899000000161	OLIRE EMS	OLIRE	EMS	EMS PHARMA
7899000000162	ORLISTATE GER	ORLISTATE	GER	EMS PHARMA
7899000000163	FIGATIL CAT	FIGATIL	CAT	CATARINENSE PHARMA
7899000000164	OLINA CEN	OLINA	CEN	CENTROFARMA
7899000000165	PYLORIPAC MED	PYLORIPAC	MED	MEDLEY
7899000000166	GAESO ACH	GAESO	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000167	NIMEGON MET SPR	NIMEGON MET	SPR	SUPERA
7899000000168	RESTITUE EMS	RESTITUE	EMS	EMS PHARMA
7899000000169	CARVEROL UNI	CARVEROL	UNI	UNIAO QUIMICA
7899000000170	MESALAZINA NEO	MESALAZINA	NEO	HYPERA PHARMA
7899000000171	ATIVB BIO	ATIVB	BIO	BIOLAB
7899000000172	MILGAMMA MAN	MILGAMMA	MAN	HYPERA PHARMA
7899000000173	SITGLU MET GER	SITGLU MET	GER	EMS PHARMA
7899000000174	LACTULIV LEG	LACTULIV	LEG	EMS PHARMA
7899000000175	BROMOPRIDA MED	BROMOPRIDA	MED	MEDLEY
7899000000176	PROBIANS APS	PROBIANS	APS	APSEN
7899000000177	RUBENTI ABB	RUBENTI	ABB	ABBOTT
7899000000178	HIDRALYTE NAT	HIDRALYTE	NAT	NATULAB
7899000000179	VOLIG LEG	VOLIG	LEG	EMS PHARMA
7899000000180	BWELL RDF	BWELL	RDF	RAIA DROGASIL SA
7899000000181	Por Defecto	Por Defecto		PRATI DONADUZZI
7899000000182	SIMBIOFLORA FRQ	SIMBIOFLORA	FRQ	FARMOQUIMICA
7899000000183	METAMUCIL P&G	METAMUCIL P&G		P&G
7899000000184	FORFIG EUR	FORFIG	EUR	EUROFARMA
7899000000185	GASTROGEL MDQ	GASTROGEL	MDQ	MEDQUIMICA
7899000000186	MAGNAZIA CIM	MAGNAZIA	CIM	CIMED
7899000000187	BROMOPRIDA EMS	BROMOPRIDA	EMS	EMS PHARMA
7899000000188	LIPIBLOCK GER	LIPIBLOCK	GER	EMS PHARMA
7899000000189	VICTOZA NND	VICTOZA	NND	NOVO NORDISK
7899000000190	ACIDO URSODESOXICOLICO RAN	ACIDO URSODESOXICOLICO	RAN	RANBAXY
7899000000191	BIOMAG ACH	BIOMAG	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000192	PLASIL SNF	PLASIL	SNF	SANOFI FARMACEUTICA
7899000000193	GLUNAC GER	GLUNAC	GER	EMS PHARMA
7899000000194	CLOR DE METFORMINA TEU	CLOR DE METFORMINA	TEU	TEUTO
7899000000195	BISALAX UNI	BISALAX	UNI	UNIAO QUIMICA
7899000000196	RESOLOR KEN	RESOLOR	KEN	KENVUE
7899000000197	ACETONIDA DE TRIANCINOLONA EMS	ACETONIDA DE TRIANCINOLONA	EMS	EMS PHARMA
7899000000198	ADIPEPT ACH	ADIPEPT	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000199	HEPATILON KLE	HEPATILON	KLE	HERTZ FARMACEUTICA
7899000000200	DUPHALAC ABB	DUPHALAC	ABB	ABBOTT
7899000000201	PEDIALYTE ABB	PEDIALYTE	ABB	ABBOTT
7899000000202	GAZIA MOM	GAZIA	MOM	MOMENTA FARMA
7899000000203	OMEPRAZOL MED	OMEPRAZOL	MED	MEDLEY
7899000000204	BENERVA CEL	BENERVA	CEL	CELLERA FARMA
7899000000205	MESALAZINA EMS	MESALAZINA	EMS	EMS PHARMA
7899000000206	SIMETICONA BIO	SIMETICONA	BIO	BIOLAB
7899000000207	VILDAGLIPTINA CLOR DE METFORMINA ALT	VILDAGLIPTINA CLOR DE METFORMINA	ALT	ALTHAIA
7899000000208	CLOR DE ONDANSETRONA GER	CLOR DE ONDANSETRONA	GER	EMS PHARMA
7899000000209	PEPSAMAR HYP	PEPSAMAR	HYP	HYPERA PHARMA
7899000000210	TOUJEO SNF	TOUJEO	SNF	SANOFI FARMACEUTICA
7899000000211	PANTOPRAZOL MDQ	PANTOPRAZOL	MDQ	MEDQUIMICA
7899000000212	OMEPRAZOL NVQ	OMEPRAZOL	NVQ	EMS PHARMA
7899000000213	HIDROXIDO DE ALUMINIO EMS	HIDROXIDO DE ALUMINIO	EMS	EMS PHARMA
7899000000214	OMEPRAZOL GLO	OMEPRAZOL	GLO	LABORATORIO GLOBO
7899000000215	AZULFIN APS	AZULFIN	APS	APSEN
7899000000216	CAMILIA BRN	CAMILIA	BRN	BOIRON
7899000000217	MALEATO DE TRIMEBUTINA EUR	MALEATO DE TRIMEBUTINA	EUR	EUROFARMA
7899000000218	GLICLAZIDA LEG	GLICLAZIDA	LEG	EMS PHARMA
7899000000219	LEITE DE MAGNESIA GSK	LEITE DE MAGNESIA	GSK	GSK
7899000000220	CLOR DE ONDANSETRONA EMS	CLOR DE ONDANSETRONA	EMS	EMS PHARMA
7899000000221	FLORENT CIF	FLORENT	CIF	CIFARMA
7899000000222	MULTI BI SPR	MULTI BI	SPR	SUPERA
7899000000223	CALDE KM MAR	CALDE KM	MAR	MARJAN FARMA
7899000000224	DIGELIV APS	DIGELIV	APS	APSEN
7899000000225	DUSPATALIN ABB	DUSPATALIN	ABB	ABBOTT
7899000000226	CLOR DE ONDANSETRONA MED	CLOR DE ONDANSETRONA	MED	MEDLEY
7899000000227	COLICALIV HER	COLICALIV	HER	HERBARIUM
7899000000228	AD TIL HYP	AD TIL	HYP	HYPERA PHARMA
7899000000229	20 BI EUR	20 BI	EUR	EUROFARMA
7899000000230	SIMETICONA ACH	SIMETICONA	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000231	LACTULONA DAI	LACTULONA	DAI	DAIICHI SANKYO BRASIL FARMACEUTICA LTDA
7899000000232	FLY BIO	FLY	BIO	BIOLAB
7899000000233	NENE DENT N HYP	NENE DENT N	HYP	HYPERA PHARMA
7899000000234	GESTAMAX MAN	GESTAMAX	MAN	HYPERA PHARMA
7899000000235	NOVOLIN R NND	NOVOLIN R	NND	NOVO NORDISK
7899000000236	GLINK MET LIB	GLINK MET	LIB	LIBBS FARMACEUTICA
7899000000237	GLICLAZIDA TOR	GLICLAZIDA	TOR	TORRENT
7899000000238	STEATON ACH	STEATON	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000239	OLEOMINERAL UNI	OLEOMINERAL	UNI	UNIAO QUIMICA
7899000000240	PLANTABEN VIA	PLANTABEN	VIA	VIATRIS
7899000000241	LISTO BIO	LISTO	BIO	BIOLAB
7899000000242	JANUVIA MSD	JANUVIA	MSD	MSD
7899000000243	LOSEC AZN	LOSEC	AZN	ASTRAZENECA
7899000000244	GLIMEPIRIDA CIM	GLIMEPIRIDA	CIM	CIMED
7899000000245	APIDRA SNF	APIDRA	SNF	SANOFI FARMACEUTICA
7899000000246	TRIMEBUTINA ALT	TRIMEBUTINA	ALT	ALTHAIA
7899000000247	GRIF EUR	GRIF	EUR	EUROFARMA
7899000000248	CLOR DE LOPERAMIDA SDZ	CLOR DE LOPERAMIDA	SDZ	SANDOZ
7899000000249	ESOP MUL	ESOP	MUL	EMS PHARMA
7899000000250	DOMPERIDONA CIM	DOMPERIDONA	CIM	CIMED
7899000000251	HUMULIN ELI	HUMULIN	ELI	ELI LILLY
7899000000252	RABEPRAZOL SDZ	RABEPRAZOL	SDZ	SANDOZ
7899000000253	REHIDRAT EUR	REHIDRAT	EUR	SUPERA
7899000000254	SIMETICONA UNI	SIMETICONA	UNI	UNIAO QUIMICA
7899000000255	FLORATIL DVC	FLORATIL	DVC	DIVCOM
7899000000256	SIMETICONA EMS	SIMETICONA	EMS	EMS PHARMA
7899000000257	UMBI MOM	UMBI	MOM	MOMENTA FARMA
7899000000258	ESOL MAN	ESOL	MAN	HYPERA PHARMA
7899000000259	JANSSEN KEN	JANSSEN	KEN	KENVUE
7899000000260	CLOR DE ONDANSETRONA PHA	CLOR DE ONDANSETRONA	PHA	PHARLAB
7899000000261	BETRAT MYR	BETRAT	MYR	MYRALIS PHARMA
7899000000262	SOBRAL SOB	SOBRAL	SOB	THEODORO F SOBRAL E CIA
7899000000263	OMEPRAZOL UNI	OMEPRAZOL	UNI	UNIAO QUIMICA
7899000000264	IMOLAC CIF	IMOLAC	CIF	CIFARMA
7899000000265	ESPASMOPAN COMPOSTO UNI	ESPASMOPAN COMPOSTO	UNI	UNIAO QUIMICA
7899000000266	PEDIALYTE MAX ABB	PEDIALYTE MAX	ABB	ABBOTT
7899000000267	NISTATINA TEU	NISTATINA	TEU	TEUTO
7899000000268	PANTOPRAZOL GER	PANTOPRAZOL	GER	EMS PHARMA
7899000000269	MOTILIUM CEL	MOTILIUM	CEL	CELLERA FARMA
7899000000270	SIBUS EUR	SIBUS	EUR	EUROFARMA
7899000000271	GLIBENCLAMIDA NEO	GLIBENCLAMIDA	NEO	HYPERA PHARMA
7899000000272	HIDRALI AIR	HIDRALI	AIR	AIRELA PHARMACEUTICA
7899000000273	PERLATTE EUR	PERLATTE	EUR	EUROFARMA
7899000000274	MESALAZINA GER	MESALAZINA	GER	EMS PHARMA
7899000000275	DAPAGLIFLOZINA GER	DAPAGLIFLOZINA	GER	EMS PHARMA
7899000000276	LANSOPRAZOL EMS	LANSOPRAZOL	EMS	EMS PHARMA
7899000000277	SIMFORT VTF	SIMFORT	VTF	VITAFOR
7899000000278	AD MUC BIO	AD MUC	BIO	BIOLAB
7899000000279	ESOMEPRAZOL CIM	ESOMEPRAZOL	CIM	CIMED
7899000000280	CLORIDRATO DE ONDANSETRONA NVQ	CLORIDRATO DE ONDANSETRONA	NVQ	EMS PHARMA
7899000000281	LEGALON VIA	LEGALON	VIA	VIATRIS
7899000000282	ESOMEPRAZOL GER	ESOMEPRAZOL	GER	EMS PHARMA
7899000000283	TRIANCINOLONA DE ACETONIDA EUR	TRIANCINOLONA DE ACETONIDA	EUR	EUROFARMA
7899000000284	ESOMEPRAZOL NVQ	ESOMEPRAZOL	NVQ	EMS PHARMA
7899000000285	TRIMEB EUR	TRIMEB	EUR	EUROFARMA
7899000000286	NISTATINA EMS	NISTATINA	EMS	EMS PHARMA
7899000000287	IRRITRATIL ACH	IRRITRATIL	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000288	LEIBA UNI	LEIBA	UNI	UNIAO QUIMICA
7899000000289	PERIDAL MAN	PERIDAL	MAN	HYPERA PHARMA
7899000000290	NOVOPRAZOL GLO	NOVOPRAZOL	GLO	LABORATORIO GLOBO
7899000000291	CLOR DE PIOGLITAZONA GER	CLOR DE PIOGLITAZONA	GER	EMS PHARMA
7899000000292	CLOR DE SIBUTRAMINA EUR	CLOR DE SIBUTRAMINA	EUR	EUROFARMA
7899000000293	BROMOPRIDA TEU	BROMOPRIDA	TEU	TEUTO
7899000000294	OMEPRAZOL GEO	OMEPRAZOL	GEO	GEOLAB
7899000000295	FIGMED CIM	FIGMED	CIM	CIMED
7899000000296	PYLORITRAT TEU	PYLORITRAT	TEU	TEUTO
7899000000297	BELSPAN BEL	BELSPAN	BEL	BELFAR
7899000000298	SIILIF TKD	SIILIF	TKD	TAKEDA PHARMA
7899000000299	ONDSET UNI	ONDSET	UNI	UNIAO QUIMICA
7899000000300	OMEPRAMIX ACH	OMEPRAMIX	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000301	LUFBEM NAT	LUFBEM	NAT	NATULAB
7899000000302	PEPSOGEL LEG	PEPSOGEL	LEG	EMS PHARMA
7899000000303	ENAVO EMS	ENAVO	EMS	EMS PHARMA
7899000000304	RESSALIV CIM	RESSALIV	CIM	CIMED
7899000000305	BROMOPRIDA PRD	BROMOPRIDA	PRD	PRATI DONADUZZI
7899000000306	PIOTAZ BRA	PIOTAZ	BRA	EMS PHARMA
7899000000307	FLAGASS ACH	FLAGASS	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000308	HEPA MERZ BIO	HEPA MERZ	BIO	BIOLAB
7899000000309	MIRADOR NEO	MIRADOR	NEO	HYPERA PHARMA
7899000000310	NISTATINA PRD	NISTATINA	PRD	PRATI DONADUZZI
7899000000311	FIBERNORM TKD	FIBERNORM	TKD	TAKEDA PHARMA
7899000000312	LANSOPRAZOL CLARITROMICINA AMOXICILINA TEU	LANSOPRAZOL CLARITROMICINA AMOXICILINA	TEU	TEUTO
7899000000313	SIMETICONA NEO	SIMETICONA	NEO	HYPERA PHARMA
7899000000314	SIMECO PLUS EUR	SIMECO PLUS	EUR	EUROFARMA
7899000000315	SIMETICONA TEU	SIMETICONA	TEU	TEUTO
7899000000316	CIMETIDINA TEU	CIMETIDINA	TEU	TEUTO
7899000000317	CLOR DE PIOGLITAZONA EMS	CLOR DE PIOGLITAZONA	EMS	EMS PHARMA
7899000000318	SEMAVY HYP	SEMAVY	HYP	HYPERA PHARMA
7899000000319	FLATULON ASS	FLATULON	ASS	ASSIFARMA
7899000000320	BENESTARE MED	BENESTARE	MED	MEDLEY
7899000000321	COCYNTAL BRN	COCYNTAL	BRN	BOIRON
7899000000322	LANSOPRAZOL LEG	LANSOPRAZOL	LEG	EMS PHARMA
7899000000323	OMEPRAZOL EMS	OMEPRAZOL	EMS	EMS PHARMA
7899000000324	OMOPREL BEL	OMOPREL	BEL	BELFAR
7899000000325	HERBARIUM HER	HERBARIUM	HER	HERBARIUM
7899000000326	GASTROBION KLE	GASTROBION	KLE	HERTZ FARMACEUTICA
7899000000327	CLOR DE LOPERAMIDA GLO	CLOR DE LOPERAMIDA	GLO	LABORATORIO GLOBO
7899000000328	URBY	URBY		HYPERA PHARMA
7899000000329	PANTOPRAZOL NEO	PANTOPRAZOL	NEO	HYPERA PHARMA
7899000000330	CARDOMARIN NAT	CARDOMARIN	NAT	NATULAB
7899000000331	FLOMICIN NEO	FLOMICIN	NEO	HYPERA PHARMA
7899000000332	BUSCOPLEX NAT	BUSCOPLEX	NAT	NATULAB
7899000000333	UNIPRAZOL UNI	UNIPRAZOL	UNI	UNIAO QUIMICA
7899000000334	MESALAZINA RAN	MESALAZINA	RAN	RANBAXY
7899000000335	CITOBE EUR	CITOBE	EUR	EUROFARMA
7899000000336	DRAMAVIT NEO	DRAMAVIT	NEO	HYPERA PHARMA
7899000000337	CLAZI XR GER	CLAZI XR	GER	EMS PHARMA
7899000000338	PANTOPRAZOL PRD	PANTOPRAZOL	PRD	PRATI DONADUZZI
7899000000339	PROVANCE IMUNE ACH	PROVANCE IMUNE	ACH	ACHE LABORATORIOS FARMACEUTICOS SA
7899000000340	GLIVANCE XR MER	GLIVANCE XR	MER	MERCK
7899000000341	FIBER MAIS NES	FIBER MAIS	NES	NESTLE CIA
7899000000342	DOMPERIDONA MED	DOMPERIDONA	MED	MEDLEY
7899000000343	KAOSEC PHC	KAOSEC	PHC	PHARMASCIENCE
7899000000344	TECTA TKD	TECTA	TKD	TAKEDA PHARMA
7899000000345	NEEDS RDF	NEEDS	RDF	RAIA DROGASIL SA
7899000000346	DOBLE BIO	DOBLE	BIO	BIOLAB
7899000000347	FOSF DE SITAGLIPTINA RAN	FOSF DE SITAGLIPTINA	RAN	RANBAXY
7899000000348	PANTOZOL TKD	PANTOZOL	TKD	TAKEDA PHARMA
7899000000349	JANSSEN JNS	JANSSEN	JNS	JANSSEN
7899000000350	DOMPERIX EUR	DOMPERIX	EUR	EUROFARMA
