barcode;descriptions
7800000000027;"{""ACICLOVIR SANDOZC/50 CPR 200MG GEN""}"
7800000000028;"{""ACICLOVIR SANDOZC/60 CPR 400MG GEN""}"
7800000000029;"{""ADEFORTE3ML SOL ORAL""}"
7800000000030;"{""AGLUCOSEC/30 CPR 100MG""}"
7800000000031;"{""AGLUCOSEC/30 CPR 50MG""}"
7800000000032;"{""BAYCUTEN N CR 40 GR""}"
7800000000033;"{""BAYCUTEN N40GR CR 10+0,4MG""}"
7800000000034;"{""CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML""}"
7800000000035;"{""CIPROTERONA BERGAMOC/20 CPR 50MG GEN""}"
7800000000036;"{""CLOTRIMAZOL+DEXAMETASONA CR 40G GERMED""}"
7800000000037;"{""D T N FOLICO 90CPR""}"
7800000000038;"{""DAMATERC/30 CAPS""}"
7800000000039;"{""DDAVPC/30 CPR 0,1MG""}"
7800000000040;"{""DDAVPC/30 CPR 0,2MG""}"
7800000000041;"{""DEXAMETASONA CREME 10G GEOLAB""}"
7800000000042;"{""DIAMOX 250MG 25 CPR""}"
7800000000043;"{""DIAMOX 250MG 25CPR GENOM""}"
7800000000044;"{""DIAMOXC/25 CPR 250MG""}"
7800000000045;"{""DIAMOXC/30 CPR 250MG""}"
7800000000046;"{""DTN-FOLC/90 CAPS 400MCG+10MG""}"
7800000000047;"{""EMAMAC/30 CAPS 400MG""}"
7800000000048;"{""ENVIDC/30 CAPS 800MCG+20MG""}"
7800000000049;"{""EPHYNALC/30 CAPS 400MG""}"
7800000000050;"{""FEMIGESTROLC/30 CPR 160MG""}"
7800000000051;"{""FLORATE COL 5 ML""}"
7800000000052;"{""FLUIMUCIL 600MG C/16 CPR EFERV""}"
7800000000053;"{""FLUIMUCIL SOL NASAL 20 ML""}"
7800000000054;"{""FLUIMUCIL20ML SOL NAS 11,5MG/ML""}"
7800000000055;"{""FLUIMUCILC/16 CPR EFERV 200MG""}"
7800000000056;"{""FLUIMUCILC/16 CPR EFERV 600MG""}"
7800000000057;"{""FLUIMUCILC/60 CPR EFERV 600MG""}"
7800000000058;"{""HERPESILC/25 CPR 200MG""}"
7800000000059;"{""LECTRUM1,5ML PO LIOF+SOL DIL 3,75MG""}"
7800000000060;"{""NATIFA PRO 1MG / 0,5MG 28 CPR""}"
7800000000061;"{""NATIFA PRO C/28""}"
7800000000062;"{""NATIFA PRO UBD 28CPR""}"
7800000000063;"{""NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG""}"
7800000000064;"{""NATIFA PROC/28 CPR REV 1+0,5MG""}"
7800000000065;"{""PRED MILD10ML COLI 0,12%""}"
7800000000066;"{""PRIMOLUT NOR 10C/30 CPR 10MG""}"
7800000000067;"{""PRIMOSISTON 30CPR BAYER""}"
7800000000068;"{""PRIMOSISTONC/30 CPR 2+0,01MG""}"
7800000000069;"{""PROFLAM 100MG 12CPR EUROFARMA""}"
7800000000070;"{""PROFLAMC/12 CPR REV 100MG""}"
7800000000071;"{""PROFLAN 100 MG 12 CPR""}"
7800000000072;"{""PROVERA 10MG 14CPR PFIZER""}"
7800000000073;"{""PROVERAC/14 CPR 10MG""}"
7800000000074;"{""STER MD 1,2MG/ML COL 10ML""}"
7800000000075;"{""STER MD10ML SUSP OFT 1,2MG/ML""}"
7800000000076;"{""SUPREMA 28 CPR""}"
7800000000077;"{""SUPREMAC/28 CPR REV 2+1MG""}"
7800000000078;"{""SYSTEN CONTIC/8 ADES 50+170MCG/DIA""}"
7800000000079;"{""SYSTEN SEQUIC/8 ADES 50+50+170MCG/DIA""}"
7800000000080;"{""TEUTOVIT EC/30 CAPS 400MG""}"
7800000000081;"{""VERZENIOSC/30 CPR REV 50MG""}"
7800000000082;"{""VITA E 400 UI 30 CAPS""}"
7800000000083;"{""VITA E ACHEC/30 CAPS 400MG""}"
7800000000084;"{""VITA-E 400MG C/30CPR""}"
7800000000085;"{""VITAMINA E NATULAB 400MG 30CPR""}"
7800000000086;"{""ZOVIRAXC/25 CPR 200MG""}"
7800000000087;"{""ZZFLORINEFEC/100 CPR 0,1MG""}"
7800000000088;"{""ZZLECTRUM1,5ML PO LIOF+SOL DIL 3,75MG""}"
7800000000089;"{""ZZZOLADEX DEPOT3,6MG INJ""}"
7800000000090;"{""DIPIRONA 500MG 10 COMPRIMIDOS""}"
7800000000091;"{""DIPIRONA 1G C/10 CPR""}"
7800000000092;"{""DIPIRONA GTS 20ML""}"
7800000000093;"{""DORFLEX 36 CPR""}"
7800000000094;"{""DORFLEX CX 50 ENV 4 CPR""}"
7800000000095;"{""TYLENOL 750MG BL 20 CP""}"
7800000000096;"{""OMEPRAZOL 20MG 28CAP""}"
7800000000097;"{""OMEPRAZOL 20MG CX 28 CAPS DURAS""}"
7800000000098;"{""AMOXICILINA 500MG 21 CAPSULAS""}"
7800000000099;"{""AMOXICILINA 250MG/5ML PO SUSP 150ML""}"
7800000000100;"{""NIMESULIDA 100MG COM 12""}"
7800000000101;"{""NIMESULIDA 100MG C12""}"
7800000000102;"{""IBUPROFENO 600MG 20 COMP REV""}"
7800000000103;"{""LOSARTANA 50MG 30CPR REV""}"
7800000000104;"{""BUSCOPAN COMPOSTO 20 DRG""}"
7800000000105;"{""ENO SAL DE FRUTA 5G 2 ENVELOPES""}"
7800000000106;"{""ENO SAL FRUTA C/30 ENV""}"
7800000000107;"{""SORINE ADULTO SPRAY 50ML""}"
7800000000108;"{""NEOSORO 30ML""}"
7800000000109;"{""BEPANTOL DERMA CREME 30G""}"
7800000000110;"{""NEOSALDINA 20 DRAGEAS""}"
7800000000111;"{""TORSILAX 30 COMPRIMIDOS""}"
7800000000112;"{""BENEGRIP C/20 CAPS""}"
7800000000113;"{""DRAMIN B6 C/10 COMP""}"
7800000000114;"{""DRAMIN B6 GOTAS 30ML""}"
7800000000115;"{""CIMEGRIPE C/20 CAPSULAS""}"
7800000000116;"{""EPOCLER 10 FLACONETES""}"
7800000000117;"{""LUFTAL 75MG GTS 15ML""}"
7800000000118;"{""ADVIL 400MG 8 CAPS""}"
7800000000119;"{""DIPROSPAN 1 AMP 1ML""}"
7800000000120;"{""BENZETACIL 1.200.000UI 1 AMPOLA""}"
7800000000121;"{""VOLTAREN EMULGEL 60G""}"
7800000000122;"{""NISTATINA CREME VAGINAL 60G + 14 APLIC""}"
7800000000123;"{""MICROVLAR 21 DRG""}"
7800000000124;"{""CICLO 21 CARTELA 21 CPR""}"
7800000000125;"{""YASMIN 3X21 CPR""}"
7800000000126;"{""SELENE C/21""}"
7800000000127;"{""ELANI CICLO 3 X 21 CPR""}"
7800000000128;"{""CENTRUM 60 COMP""}"
7800000000129;"{""DEPURA 12 SACHES""}"
7800000000130;"{""FLORATIL 200MG C/6 CAPS""}"
7800000000131;"{""FLORATIL 5 FRASCOS 5ML""}"
7800000000132;"{""DUOFLAM 1 SERINGA""}"
7800000000133;"{""SYSTEN CONTI C/8 ADES""}"
7800000000134;"{""NICORETTE 4MG 30 GOMAS""}"
7800000000135;"{""NICOTINELL 7MG 7 ADESIVOS""}"
7800000000136;"{""BUSCOPAN 10MG 20 DRAGEAS""}"
7800000000137;"{""ANADOR 500MG 4 CPR""}"
7800000000138;"{""ANADOR 500MG/ML 20ML""}"
7800000000139;"{""PARACETAMOL 750MG 200 COMP HOSPITALAR""}"
7800000000140;"{""TORAGESIC 10MG 10CP SUBLINGUAL""}"
7800000000141;"{""PROFENID 100MG 20 CPR""}"
7800000000142;"{""ALIVIUM 600MG 10 COMP""}"
7800000000143;"{""DEVELL 20MG X 30 CPR""}"
7800000000144;"{""TADALAFILA 5MG 30 COMPS""}"
7800000000145;"{""SILDENAFILA 50MG 4 COMP""}"
7800000000146;"{""CIALIS 5MG 28 CP""}"
